AX,AY,AZ,GX,GY,GZ,Label,Person
-0.474919818,0.127368073,-9.505282936,-0.469654977,0.494197194,1.26232917,Swallow,1P
-0.474132297,0.135182351,-9.520857901,-0.600316156,0.220782817,1.557345937,Swallow,1P
-0.505273207,0.148271329,-9.534654617,-0.633409898,0.722732986,1.915504032,Swallow,1P
-0.549835834,0.160373201,-9.534875962,-0.719670088,2.574728848,2.02492452,Swallow,1P
-0.553428258,0.165701716,-9.521258868,-0.921933929,4.763645256,1.746295164,Swallow,1P
-0.484631451,0.160512136,-9.503259701,-1.111528648,5.319399889,1.249244218,Swallow,1P
-0.382161037,0.150368552,-9.490290053,-1.135720515,3.425362587,0.886603017,Swallow,1P
-0.324337107,0.149882945,-9.483983282,-0.965335853,0.546285772,0.878923858,Swallow,1P
-0.348106054,0.165284083,-9.480407735,-0.687667271,-0.98017104,1.113090374,Swallow,1P
-0.414738736,0.180667696,-9.479733545,-0.450087936,-0.286592376,1.301068401,Swallow,1P
-0.458977787,0.176639409,-9.488254111,-0.388113627,1.372098819,1.304588424,Swallow,1P
-0.455494498,0.159589315,-9.506283074,-0.521205679,2.120970867,1.208220367,Swallow,1P
-0.433020749,0.152221947,-9.520738232,-0.722720432,1.340112862,1.117500486,Swallow,1P
-0.435953008,0.157429957,-9.519308889,-0.850776954,0.045371049,1.040929123,Swallow,1P
-0.477118919,0.156174368,-9.508049784,-0.902555571,-0.433461234,0.959757328,Swallow,1P
-0.527022656,0.142698913,-9.503980765,-0.972624052,0.095771798,0.853777043,Swallow,1P
-0.55100145,0.137003105,-9.512043424,-1.038293414,0.757015733,0.696845392,Swallow,1P
-0.550587547,0.152779462,-9.521052965,-0.887988857,0.902631237,0.61773288,Swallow,1P
-0.556681933,0.169457981,-9.523325284,-0.407177673,0.818488087,0.941885142,Swallow,1P
-0.585927424,0.15247959,-9.525522323,0.115010646,1.054419041,1.737491488,Swallow,1P
-0.621205898,0.099483803,-9.534031438,0.224510936,1.564681361,2.436391556,Swallow,1P
-0.638010075,0.051610396,-9.541091538,-0.109714017,1.846247434,2.374402696,Swallow,1P
-0.633583696,0.051048813,-9.535891046,-0.439677122,1.645877129,1.678058419,Swallow,1P
-0.624600168,0.095111538,-9.522289996,-0.444368176,1.203802086,1.139766341,Swallow,1P
-0.627853128,0.139677242,-9.515147016,-0.300072675,0.942957238,1.210285156,Swallow,1P
-0.644268459,0.143190704,-9.521319093,-0.364405921,1.136931281,1.557812262,Swallow,1P
-0.654624929,0.102522794,-9.530984682,-0.728690273,1.747790963,1.663008663,Swallow,1P
-0.637948625,0.051920193,-9.529341134,-1.158804062,2.411747254,1.470075696,Swallow,1P
-0.600590422,0.033282051,-9.514869761,-1.332306151,2.704807761,1.3056095,Swallow,1P
-0.574865199,0.061440563,-9.502514344,-1.10217583,2.570214822,1.359995195,Swallow,1P
-0.580010826,0.111202105,-9.506630898,-0.644726311,2.343047809,1.467055084,Swallow,1P
-0.596586966,0.143236082,-9.523484317,-0.374582894,2.225445569,1.412424531,Swallow,1P
-0.59110829,0.145607649,-9.534892581,-0.582847473,1.986101792,1.275493795,Swallow,1P
-0.557888282,0.140206124,-9.52853037,-1.082222401,1.411854777,1.311593255,Swallow,1P
-0.524462061,0.146707071,-9.510389747,-1.331384243,0.80635811,1.570751722,Swallow,1P
-0.519105454,0.156323421,-9.496799026,-1.017571451,0.692243384,1.785293208,Swallow,1P
-0.543293754,0.149607228,-9.498281634,-0.407889486,1.118372287,1.665550873,Swallow,1P
-0.574886319,0.127563266,-9.512564127,-0.035905068,1.592064037,1.255134344,Swallow,1P
-0.588422892,0.112071946,-9.52864845,-0.160806571,1.723960539,0.920656673,Swallow,1P
-0.5730709,0.118443994,-9.534652283,-0.590794945,1.671683979,0.944613311,Swallow,1P
-0.541556671,0.137964943,-9.527193701,-0.921467906,1.812172947,1.20832399,Swallow,1P
-0.519914591,0.150793061,-9.517394315,-0.937393113,2.144799298,1.383371117,Swallow,1P
-0.519017362,0.14946762,-9.520986248,-0.840062811,2.298951906,1.348206473,Swallow,1P
-0.523095129,0.143966642,-9.537832185,-0.976807369,2.198862877,1.249336588,Swallow,1P
-0.514451222,0.146701018,-9.548822122,-1.309337978,2.345433485,1.208938188,Swallow,1P
-0.495204412,0.157963607,-9.538248323,-1.386980151,3.06557798,1.186888645,Swallow,1P
-0.47340826,0.166904576,-9.512888114,-0.948814188,3.860861786,1.16461014,Swallow,1P
-0.442287722,0.164458573,-9.494078433,-0.307215248,4.152938358,1.254205657,Swallow,1P
-0.386752128,0.152385945,-9.494759454,-0.023506746,4.360790977,1.496420052,Swallow,1P
-0.305048281,0.139543899,-9.507623346,-0.40877304,5.210845932,1.705241639,Swallow,1P
-0.223373138,0.133978245,-9.51480636,-1.347634163,5.689030786,1.663226283,Swallow,1P
-0.201211441,0.140765957,-9.509779573,-2.317311567,2.67092554,1.35994811,Swallow,1P
-0.314047853,0.160556669,-9.509914458,-2.593237379,-5.826643236,0.93302061,Swallow,1P
-0.59193828,0.182884448,-9.539913263,-1.845674359,-16.40400647,0.504819572,Swallow,1P
-0.953758113,0.186895449,-9.59561764,-0.638168509,-20.99418241,0.188324195,Swallow,1P
-1.231750006,0.161674987,-9.633389054,0.022616196,-14.21483649,0.153244346,Swallow,1P
-1.299469936,0.125335156,-9.612113361,-0.253149138,0.167919182,0.532667508,Swallow,1P
-1.175756601,0.110954004,-9.544253828,-0.915482188,11.9875671,1.199386343,Swallow,1P
-0.991428826,0.130096264,-9.488284795,-1.237708077,14.08849772,1.720428379,Swallow,1P
-0.867580755,0.159928785,-9.487096803,-1.066456151,8.169810914,1.743103161,Swallow,1P
-0.834097165,0.171164068,-9.526981607,-0.728407094,1.777645729,1.464911369,Swallow,1P
-0.839464007,0.160226874,-9.560380063,-0.507101874,0.612875621,1.465124739,Swallow,1P
-0.816262037,0.144766317,-9.556931325,-0.425975242,3.97269913,1.950151578,Swallow,1P
-0.74435207,0.134750126,-9.52686072,-0.404398102,7.056149398,2.435044976,Swallow,1P
-0.659469924,0.125333398,-9.501432691,-0.415714957,6.643715172,2.37036315,Swallow,1P
-0.60288829,0.116549881,-9.498154637,-0.46966566,3.798557972,1.845357534,Swallow,1P
-0.577334677,0.117244944,-9.508144469,-0.527898331,1.580890441,1.408090263,Swallow,1P
-0.561033954,0.12339939,-9.51434337,-0.514581335,1.433199323,1.347440506,Swallow,1P
-0.545367996,0.114767396,-9.513426813,-0.434836035,2.302182791,1.447950331,Swallow,1P
-0.537279095,0.086999965,-9.515104585,-0.428719902,2.556468064,1.423236464,Swallow,1P
-0.534158872,0.071416035,-9.524833644,-0.638522273,1.826245764,1.303867334,Swallow,1P
-0.521417317,0.102265505,-9.534970296,-1.014684525,0.89863387,1.271439972,Swallow,1P
-0.498261065,0.168722971,-9.533669787,-1.291612567,0.500171873,1.314995455,Swallow,1P
-0.486306046,0.220693346,-9.517483871,-1.217796334,0.656571368,1.273741083,Swallow,1P
-0.502203322,0.225232116,-9.49449869,-0.84371626,1.009481113,1.132442774,Swallow,1P
-0.532937698,0.195774111,-9.478602382,-0.503008088,1.271498175,1.054081066,Swallow,1P
-0.550406407,0.159897082,-9.48021407,-0.426718603,1.254229174,1.118708544,Swallow,1P
-0.547485854,0.126161305,-9.499120522,-0.480872877,0.781105893,1.204720514,Swallow,1P
-0.549137792,0.098377325,-9.524554275,-0.421822526,-0.068586046,1.18976795,Swallow,1P
-0.583038037,0.094293226,-9.542645962,-0.28835723,-0.695284803,1.148885833,Swallow,1P
-0.643422862,0.123059407,-9.545832881,-0.310141418,-0.390046697,1.236934035,Swallow,1P
-0.692009004,0.160166886,-9.536690603,-0.476574454,0.810559144,1.417279507,Swallow,1P
-0.697492488,0.169653043,-9.523515103,-0.475228668,1.993128639,1.45256432,Swallow,1P
-0.667351809,0.145290418,-9.513410338,-0.145533418,2.298646408,1.213099171,Swallow,1P
-0.635575138,0.1134567,-9.508910777,0.208135905,1.793633101,0.895475937,Swallow,1P
-0.626277063,0.099236165,-9.508951107,0.116837671,1.308024255,0.850065997,Swallow,1P
-0.635688451,0.105020294,-9.512339829,-0.483915923,1.543627856,1.183248071,Swallow,1P
-0.643348863,0.121511389,-9.519554664,-1.099276208,2.387084476,1.560051474,Swallow,1P
-0.634356682,0.140324439,-9.529801181,-1.163373651,3.063022669,1.498764496,Swallow,1P
-0.612290837,0.149697859,-9.537255344,-0.64664377,2.980555803,0.929719332,Swallow,1P
-0.593053106,0.137796922,-9.533775449,-0.052789786,2.348203844,0.351105724,Swallow,1P
-0.587667817,0.111618843,-9.518684958,0.160360386,1.825102714,0.31303254,Swallow,1P
-0.591098603,0.096344178,-9.504347359,-0.039669439,1.704347275,0.829658906,Swallow,1P
-0.585605081,0.104372464,-9.505708265,-0.433939988,1.70465263,1.411293995,Swallow,1P
-0.557894795,0.11936036,-9.522187585,-0.811484072,1.511960561,1.617310108,Swallow,1P
-0.519166081,0.122658188,-9.536041428,-0.982845403,1.247518687,1.45629704,Swallow,1P
-0.502737145,0.121188366,-9.532956661,-0.826507121,1.300360681,1.233603292,Swallow,1P
-0.528372882,0.133455244,-9.518967334,-0.490034703,1.800487197,1.139796753,Swallow,1P
-0.570618691,0.156758425,-9.511499603,-0.340753717,2.395028559,1.115981342,Swallow,1P
-0.578662922,0.165259749,-9.518396293,-0.551723253,2.610704894,1.059096038,Swallow,1P
-0.53165733,0.14324972,-9.531261256,-0.891539689,2.37102414,0.99525073,Swallow,1P
-0.462366331,0.110998905,-9.535379639,-1.042152134,2.047798602,1.018142426,Swallow,1P
-0.421459343,0.106012717,-9.522802701,-0.952087499,1.96341057,1.136354638,Swallow,1P
-0.428099921,0.136101416,-9.500130631,-0.745856807,1.880706695,1.229732406,Swallow,1P
-0.461934958,0.165066922,-9.484798369,-0.457561131,1.170752794,1.169262269,Swallow,1P
-0.494675641,0.156750173,-9.48900584,-0.065702802,-0.304724925,0.980987318,Swallow,1P
-0.517268588,0.120516711,-9.506602453,0.284995023,-1.67166363,0.840587855,Swallow,1P
-0.539334715,0.094688763,-9.519882743,0.338770371,-1.832559209,0.865914649,Swallow,1P
-0.57371512,0.094463114,-9.519655959,0.042215149,-0.687466094,0.997853807,Swallow,1P
-0.620866121,0.101072067,-9.51349182,-0.360743448,0.841869517,1.134501427,Swallow,1P
-0.662613792,0.099352203,-9.512644182,-0.585085039,1.824404397,1.233279049,Swallow,1P
-0.677447312,0.096789425,-9.518412336,-0.567678614,1.924510209,1.230627433,Swallow,1P
-0.667450906,0.100203786,-9.526059742,-0.478612053,1.324159698,1.084076067,Swallow,1P
-0.660723949,0.101970027,-9.534135151,-0.51143306,0.695172055,0.961836211,Swallow,1P
-0.676766993,0.099785642,-9.542894655,-0.658236796,1.086923517,1.139755145,Swallow,1P
-0.692386901,0.104238964,-9.548171143,-0.723776579,3.102814052,1.598793362,Swallow,1P
-0.653078499,0.1132113,-9.541942145,-0.56455629,6.03494892,1.923638225,Swallow,1P
-0.527038519,0.103485553,-9.519588045,-0.232568479,8.305824632,1.742129766,Swallow,1P
-0.347800796,0.06689271,-9.489055139,0.104108088,8.877767724,1.157369924,Swallow,1P
-0.193879254,0.034810903,-9.470397323,0.250488327,7.917623847,0.629199716,Swallow,1P
-0.1194183,0.044655964,-9.474779125,-0.009712206,6.240353656,0.496608212,Swallow,1P
-0.113435425,0.094747144,-9.484841769,-0.793792846,4.311637025,0.68316441,Swallow,1P
-0.138154965,0.149567169,-9.476592936,-1.813363222,1.265560658,0.790367932,Swallow,1P
-0.19907277,0.177614725,-9.46491129,-2.29187403,-4.888067416,0.474759158,Swallow,1P
-0.356377787,0.171042429,-9.497208233,-1.588279521,-14.25644616,-0.146308908,Swallow,1P
-0.651113441,0.141666168,-9.585071977,-0.066991165,-21.90227979,-0.534234705,Swallow,1P
-1.017387551,0.108957629,-9.671799917,1.035979844,-20.55386818,-0.332650501,Swallow,1P
-1.289651531,0.082224505,-9.693307317,0.864162725,-8.462161756,0.240123136,Swallow,1P
-1.331198113,0.05424013,-9.648075523,-0.243416884,7.197972834,0.782049111,Swallow,1P
-1.160791491,0.02423828,-9.584338242,-1.301012317,16.57279072,1.187212226,Swallow,1P
-0.92959542,0.014484935,-9.541922255,-1.691170004,15.93417293,1.498275236,Swallow,1P
-0.770799313,0.0412824,-9.527792004,-1.537535302,9.555920104,1.628995547,Swallow,1P
-0.694904081,0.083321736,-9.528545296,-1.350817762,4.100125885,1.525735111,Swallow,1P
-0.63406529,0.105884854,-9.528144831,-1.438855172,2.467805324,1.368178434,Swallow,1P
-0.554621624,0.105155697,-9.521373558,-1.612608524,2.895327233,1.37286694,Swallow,1P
-0.494467779,0.103421207,-9.515407383,-1.473589586,2.636191517,1.513322067,Swallow,1P
-0.495837998,0.112738658,-9.514719029,-0.96091448,1.290207395,1.582055293,Swallow,1P
-0.537078178,0.129671542,-9.511387852,-0.466786041,0.447269927,1.479505057,Swallow,1P
-0.55677233,0.153987928,-9.498947633,-0.361420413,1.011916229,1.338708467,Swallow,1P
-0.533306982,0.183788194,-9.487395606,-0.561640185,1.916178393,1.347948329,Swallow,1P
-0.510110403,0.200685414,-9.491963353,-0.686577766,1.617608319,1.492793111,Swallow,1P
-0.535473598,0.186267452,-9.511185974,-0.542881675,0.106059256,1.532889097,Swallow,1P
-0.59953538,0.14820839,-9.527872327,-0.315296593,-1.159947799,1.293692013,Swallow,1P
-0.647639152,0.113606569,-9.531024597,-0.288407503,-1.026281656,0.957058621,Swallow,1P
-0.647041747,0.103417975,-9.526514849,-0.492379013,0.188033015,0.915106855,Swallow,1P
-0.621896955,0.119533898,-9.524571651,-0.67483519,1.302642545,1.264194341,Swallow,1P
-0.618851011,0.145140604,-9.526780023,-0.586900963,1.642388048,1.618289313,Swallow,1P
-0.650600975,0.155730054,-9.529443593,-0.271327807,1.514794195,1.580025637,Swallow,1P
-0.684562695,0.141466989,-9.530845437,-0.06148156,1.470647567,1.241805167,Swallow,1P
-0.686477684,0.119040675,-9.530771893,-0.258055558,1.514157395,1.029632484,Swallow,1P
-0.663539988,0.114593664,-9.529507378,-0.79160986,1.295982268,1.167095062,Swallow,1P
-0.652946703,0.136911343,-9.529156102,-1.256655871,0.852347648,1.481011616,Swallow,1P
-0.673800356,0.168885642,-9.531228734,-1.299198449,0.724191418,1.663277127,Swallow,1P
-0.707847789,0.1812594,-9.533967057,-0.91429583,1.255858761,1.549977876,Swallow,1P
-0.728379022,0.156918718,-9.535292824,-0.3753535,2.048741885,1.182583982,Swallow,1P
-0.731105668,0.107238797,-9.535692197,0.011217842,2.326260737,0.773961551,Swallow,1P
-0.729461254,0.063026612,-9.535835703,0.068660275,1.795402638,0.614890492,Swallow,1P
-0.729928386,0.047675096,-9.534115302,-0.189938323,0.986957844,0.854596365,Swallow,1P
-0.723258038,0.062104778,-9.528979078,-0.577569834,0.674297348,1.348825463,Swallow,1P
-0.700713674,0.09235651,-9.523039098,-0.844541956,1.05844469,1.80207744,Swallow,1P
-0.671850284,0.122009179,-9.522286855,-0.836629731,1.647877585,2.016962616,Swallow,1P
-0.659025077,0.137535685,-9.528755775,-0.596300182,1.882358287,1.964303466,Swallow,1P
-0.673087326,0.133447544,-9.536320494,-0.332482871,1.723500094,1.734165869,Swallow,1P
-0.699701636,0.119442288,-9.538149422,-0.279351923,1.566188036,1.495501467,Swallow,1P
-0.713884119,0.117228543,-9.535792263,-0.548666256,1.623951048,1.393505313,Swallow,1P
-0.706664442,0.139711883,-9.536255556,-1.040561,1.614568003,1.415113567,Swallow,1P
-0.695146729,0.171548491,-9.542000407,-1.457893102,1.290819237,1.419983307,Swallow,1P
-0.702894155,0.182851559,-9.547065764,-1.521761277,1.143440103,1.323177412,Swallow,1P
-0.726113589,0.16810422,-9.5434065,-1.270456149,2.067488942,1.19541684,Swallow,1P
-0.725708388,0.153495474,-9.530843066,-1.031466072,4.119081695,1.175434644,Swallow,1P
-0.6660221,0.154504743,-9.518553441,-1.011125321,6.009543773,1.302687892,Swallow,1P
-0.560601384,0.151380139,-9.514315945,-1.068126486,6.227795823,1.455492141,Swallow,1P
-0.467313645,0.127940679,-9.51536775,-0.989965211,4.552069086,1.48423581,Swallow,1P
-0.434336761,0.108610699,-9.514210518,-0.810913146,2.233376227,1.37751139,Swallow,1P
-0.45744446,0.125751451,-9.510487627,-0.704556093,0.729046451,1.23237009,Swallow,1P
-0.493122292,0.167830116,-9.511305236,-0.683340018,0.393811198,1.108263376,Swallow,1P
-0.50545177,0.191374279,-9.520428942,-0.581853938,0.48639055,1.013143833,Swallow,1P
-0.493973057,0.17608678,-9.531231659,-0.320455202,0.32142677,0.991869094,Swallow,1P
-0.483699072,0.144077267,-9.532034443,-0.055085486,0.048432715,1.104446182,Swallow,1P
-0.497317227,0.127541382,-9.519434988,-0.02094793,0.172211426,1.309575618,Swallow,1P
-0.535296449,0.134988139,-9.505675171,-0.273624104,0.698955736,1.448478672,Swallow,1P
-0.578179769,0.151533304,-9.508656422,-0.627889179,1.177813601,1.390440825,Swallow,1P
-0.604064146,0.1607813,-9.531651982,-0.862722338,1.51407033,1.20041659,Swallow,1P
-0.599157165,0.159260709,-9.55440708,-0.928247553,2.274837738,1.111623016,Swallow,1P
-0.558338827,0.152971996,-9.550368586,-0.875282035,3.830405576,1.254082691,Swallow,1P
-0.491317234,0.14801504,-9.516753064,-0.683023758,5.388378923,1.470287176,Swallow,1P
-0.424038241,0.149581699,-9.479513443,-0.349830384,5.563004598,1.553549873,Swallow,1P
-0.374311027,0.163894778,-9.461970706,-0.067962018,4.284705249,1.587812046,Swallow,1P
-0.330829212,0.188904297,-9.462075644,-0.036154505,3.524806864,1.779047288,Swallow,1P
-0.274527641,0.206138404,-9.46911359,-0.161690145,5.18048389,2.003700418,Swallow,1P
-0.207055627,0.198333637,-9.481976246,-0.276156939,8.383527797,1.912549849,Swallow,1P
-0.138073444,0.17486648,-9.496492495,-0.558003393,9.813716844,1.502797613,Swallow,1P
-0.069521844,0.161084183,-9.495350345,-1.213241121,6.595748293,1.124586761,Swallow,1P
-0.02581683,0.160133157,-9.469701741,-1.71147812,-1.716515354,0.839950819,Swallow,1P
-0.079975285,0.145812044,-9.43924742,-1.096614932,-12.86669311,0.327284471,Swallow,1P
-0.304815968,0.101730004,-9.436032188,0.606812749,-21.8836829,-0.394215275,Swallow,1P
-0.683913913,0.05030271,-9.471497983,2.009006838,-22.71197214,-0.719159574,Swallow,1P
-1.081886595,0.030208107,-9.524315073,1.859221651,-12.97887021,-0.221629426,Swallow,1P
-1.317376913,0.055862133,-9.558764999,0.416670333,2.462503266,0.776684231,Swallow,1P
-1.289448045,0.107893109,-9.556839802,-1.036973276,14.53159214,1.627981199,Swallow,1P
-1.055876752,0.152765322,-9.534717795,-1.586218307,17.18386897,1.995870559,Swallow,1P
-0.785736406,0.166813029,-9.523433465,-1.277285554,11.70815626,1.93144825,Swallow,1P
-0.621175212,0.152624605,-9.533847873,-0.69776185,4.423399455,1.625820668,Swallow,1P
-0.583019551,0.134051362,-9.550117914,-0.32991707,0.645838975,1.278496652,Swallow,1P
-0.603019439,0.127986093,-9.555406084,-0.268507417,0.816768868,1.08115462,Swallow,1P
-0.618854299,0.127422472,-9.548464506,-0.36109061,1.91646149,1.161042443,Swallow,1P
-0.619493384,0.119365302,-9.535474807,-0.484803731,1.657487199,1.486899672,Swallow,1P
-0.618871775,0.107667795,-9.5226263,-0.654929654,0.653047375,1.872457475,Swallow,1P
-0.621319013,0.106782475,-9.517033853,-0.926552748,0.81238499,2.133977939,Swallow,1P
-0.621907499,0.119684373,-9.520342469,-1.278280759,2.525949721,2.25016157,Swallow,1P
-0.240240173,0.039758431,-9.430431001,-0.597996241,0.926326983,1.266560359,Chew,2P
-0.264643536,0.00943635,-9.488502914,-0.654908445,-0.378815928,0.932916726,Chew,2P
-0.275581622,0.028231249,-9.510082508,-0.867370816,0.622889088,1.435680895,Chew,2P
-0.28143576,0.090908715,-9.483387029,-0.816123791,4.046129058,2.194893297,Chew,2P
-0.289355071,0.130115189,-9.435548469,0.08469048,6.852677347,1.699212657,Chew,2P
-0.277218756,0.085303836,-9.415371999,1.542566704,5.443503117,-0.392814878,Chew,2P
-0.225801537,-0.002461829,-9.445177993,2.20540538,0.420892951,-2.182910654,Chew,2P
-0.171971417,-0.003138791,-9.496071103,1.094438465,-3.138784968,-1.487114263,Chew,2P
-0.179977059,0.147148876,-9.526268216,-0.962410327,-1.848263001,1.321672047,Chew,2P
-0.252056214,0.336476607,-9.529682936,-2.079206901,1.742991295,3.619111186,Chew,2P
-0.314498856,0.389453721,-9.523178255,-1.51590689,3.237014862,3.780641967,Chew,2P
-0.302987491,0.271921842,-9.503810462,-0.348094117,2.329683877,2.775743343,Chew,2P
-0.228067911,0.117241882,-9.459162172,0.178770346,1.612942627,2.119944497,Chew,2P
-0.162611853,0.055127494,-9.421826415,0.117731113,1.278022218,1.697037688,Chew,2P
-0.194126233,0.078852247,-9.467775763,0.252723609,-0.914804857,0.651809472,Chew,2P
-0.361483073,0.096172393,-9.619818513,0.707272678,-4.490247604,-0.549565679,Chew,2P
-0.59537373,0.057726352,-9.773443751,0.794965082,-5.301191905,-0.440896563,Chew,2P
-0.744204736,-0.002220675,-9.781593618,0.112854399,-1.428607873,1.238156955,Chew,2P
-0.700602432,-0.024417053,-9.625194732,-0.813175677,3.375092132,2.993736161,Chew,2P
-0.496522183,0.012104973,-9.440926662,-1.182765651,4.606357581,3.514168785,Chew,2P
-0.269311288,0.072336639,-9.356942649,-0.876932644,2.744811093,3.084582649,Chew,2P
-0.167190772,0.089374501,-9.365862251,-0.404019115,1.476910534,2.546717351,Chew,2P
-0.280618738,0.023894881,-9.404328871,-0.043946027,2.107138292,1.743783409,Chew,2P
-0.584684664,-0.082154714,-9.483944621,0.368721301,2.585173945,0.043113513,Chew,2P
-0.905200026,-0.133815586,-9.641379203,0.663425049,1.552140339,-1.89500112,Chew,2P
-1.00868729,-0.085650203,-9.792628569,0.13505253,0.498137065,-2.239879364,Chew,2P
-0.803831361,0.005711524,-9.777031091,-1.316661232,0.865716934,-0.38260067,Chew,2P
-0.445847521,0.051566023,-9.579608566,-2.572344267,1.563169705,1.950249934,Chew,2P
-0.194566789,0.033333539,-9.383572268,-2.513573489,1.378693655,2.818891167,Chew,2P
-0.162021794,0.01002321,-9.335501222,-1.29859241,1.442552382,2.321370782,Chew,2P
-0.236960063,0.032383269,-9.371720457,0.116233498,2.623506469,1.715156424,Chew,2P
-0.275932189,0.07825794,-9.373197971,1.110216735,2.72253185,1.240018575,Chew,2P
-0.299354604,0.084067204,-9.387058232,1.447223049,-0.326723011,0.257980654,Chew,2P
-0.407748856,0.021478526,-9.536222929,0.745362048,-3.926855963,-0.894344979,Chew,2P
-0.557830785,-0.074614768,-9.757598287,-1.167119157,-3.556260703,-0.845604568,Chew,2P
-0.580516846,-0.147346807,-9.823932625,-3.384861634,0.322808538,0.707446618,Chew,2P
-0.432933233,-0.170609804,-9.653016987,-4.283393411,2.566397683,2.182720692,Chew,2P
-0.277154303,-0.154574462,-9.424660329,-3.139082111,1.125737921,2.149975032,Chew,2P
-0.253965311,-0.113158236,-9.332562668,-0.907095262,-0.198215584,1.178928893,Chew,2P
-0.30491364,-0.051547431,-9.364292071,0.892199775,1.504449651,0.695668107,Chew,2P
-0.306447297,0.012522144,-9.405981856,1.609836457,3.016426868,0.831301011,Chew,2P
-0.289943255,0.045980265,-9.442984737,1.52537389,-0.172892561,0.697425569,Chew,2P
-0.393259135,0.038669324,-9.532377863,0.97861797,-6.143697942,0.306792547,Chew,2P
-0.612695499,0.02175024,-9.640845751,0.027094341,-7.988134238,0.643695289,Chew,2P
-0.75123526,0.019710636,-9.657385121,-1.162842282,-3.067208334,1.745619507,Chew,2P
-0.664952205,0.006978555,-9.564951828,-2.130210525,3.402094074,2.248550594,Chew,2P
-0.445975481,-0.047082137,-9.462161971,-2.476149572,5.583777653,1.423743993,Chew,2P
-0.28543122,-0.112719865,-9.387418371,-2.128956231,3.778260373,0.450521932,Chew,2P
-0.249517813,-0.127186624,-9.266296707,-1.158639913,1.355377122,0.804489968,Chew,2P
-0.29034229,-0.071794786,-9.102154342,0.345105686,-1.107796552,2.186051828,Chew,2P
-0.399485354,0.01397246,-9.066414751,1.879681997,-4.448734824,3.021305551,Chew,2P
-0.603559119,0.075692606,-9.269032661,2.311007815,-6.238065522,2.624789091,Chew,2P
-0.822867823,0.071457947,-9.557669221,0.80035072,-2.814835449,1.836167505,Chew,2P
-0.882306691,-0.020403983,-9.690433337,-1.938267847,4.131520648,1.495737374,Chew,2P
-0.712135879,-0.173825145,-9.62267599,-3.979429732,8.028346117,1.353888455,Chew,2P
-0.447011697,-0.293896242,-9.496956414,-4.018620928,5.885574724,0.956984777,Chew,2P
-0.271814564,-0.279604477,-9.420551008,-2.413332192,1.922010538,0.630083078,Chew,2P
-0.237368866,-0.146600969,-9.384322366,-0.360822451,0.649003258,0.721684603,Chew,2P
-0.293753342,-0.045254033,-9.384880472,1.327766425,0.702857954,0.688681955,Chew,2P
-0.4280625,-0.094630409,-9.491920604,2.308598647,-0.975658446,0.091568935,Chew,2P
-0.637388105,-0.222772416,-9.714231158,2.151838653,-2.581820722,-0.155403068,Chew,2P
-0.804537118,-0.249769529,-9.883225156,0.570747395,-0.258438057,1.028271959,Chew,2P
-0.770006302,-0.123998459,-9.809440498,-1.755481067,4.45867082,2.862078358,Chew,2P
-0.54884771,0.016324659,-9.541631281,-3.328078819,5.787706761,3.413588139,Chew,2P
-0.343461255,0.034653872,-9.337495337,-3.169599517,2.273514089,2.216145756,Chew,2P
-0.31145084,-0.047087191,-9.356438465,-1.717434446,-0.879720981,0.815641838,Chew,2P
-0.417185669,-0.124611876,-9.492728577,-0.210712326,0.638899171,0.613914786,Chew,2P
-0.535653121,-0.15790332,-9.551384633,0.566518923,4.031335564,1.242543323,Chew,2P
-0.618650244,-0.172811148,-9.498134658,0.719987182,3.233460324,1.448850944,Chew,2P
-0.705193514,-0.169036917,-9.460289538,0.578019961,-2.435870448,0.915994191,Chew,2P
-0.802963623,-0.117610632,-9.514394051,0.050793444,-6.728204315,0.513922402,Chew,2P
-0.829965156,-0.051658844,-9.569796202,-1.052952689,-4.714469724,0.849714304,Chew,2P
-0.715704237,-0.068582845,-9.508336438,-2.354725215,0.696112281,1.36320286,Chew,2P
-0.524370106,-0.190127229,-9.364255855,-2.998767847,3.475610259,1.308568509,Chew,2P
-0.399959769,-0.291489022,-9.272957232,-2.428362295,2.565991129,0.946909843,Chew,2P
-0.400682015,-0.247758806,-9.29237968,-0.879580712,0.94729704,0.921757082,Chew,2P
-0.475169114,-0.106013072,-9.386877732,0.787961788,-0.592293206,0.955105971,Chew,2P
-0.579096276,-0.03186436,-9.538187355,1.534758481,-3.249710788,0.292117668,Chew,2P
-0.695877415,-0.104955397,-9.727532245,0.691776015,-5.217821467,-0.773635064,Chew,2P
-0.762158241,-0.231916396,-9.840173258,-1.309373766,-2.858297925,-1.015745165,Chew,2P
-0.712833746,-0.262990917,-9.755926682,-2.773228398,2.835619347,0.010312747,Chew,2P
-0.597929584,-0.157168427,-9.541475047,-2.119770636,6.3073664,1.362161548,Chew,2P
-0.532165519,-0.016721972,-9.403947228,0.249708319,5.09286372,2.001359936,Chew,2P
-0.535355812,0.035481526,-9.425435156,2.165487621,2.614381952,1.946256328,Chew,2P
-0.536423628,-0.011849298,-9.469690571,2.161616419,1.807095473,1.854416464,Chew,2P
-0.533059515,-0.07845403,-9.409343679,1.028470828,0.571470606,1.882473962,Chew,2P
-0.624451482,-0.120006543,-9.341706545,0.342661369,-3.458751892,1.474541021,Chew,2P
