AX,AY,AZ,GX,GY,GZ,Label,Person
-1.277488205,-0.402733709,-9.424303219,1.270418009,4.032817878,1.878230923,Chew,1P
-1.328617153,-0.384445933,-9.449460278,0.455757565,3.781269461,1.90239809,Chew,1P
-1.403474957,-0.379768164,-9.488767687,-1.206056616,5.712618274,1.384348053,Chew,1P
-1.521319481,-0.380416345,-9.603669639,-2.201713287,5.417883839,-0.63226911,Chew,1P
-1.689708978,-0.350443328,-9.817310816,-1.959139357,0.557854082,-3.095840326,Chew,1P
-1.812049706,-0.301660316,-9.976113298,-1.14173368,-3.58931899,-3.398896691,Chew,1P
-1.767109043,-0.291091443,-9.876391743,-0.778163062,-0.850457927,-0.717325351,Chew,1P
-1.570387606,-0.334621459,-9.539367555,-0.932742386,6.050102946,2.455987847,Chew,1P
-1.403220803,-0.375258321,-9.250870189,-0.729657077,8.921152883,3.297815701,Chew,1P
-1.393409749,-0.359970733,-9.247225576,-0.047205741,5.882379079,2.147106321,Chew,1P
-1.380705758,-0.316973375,-9.418160313,-0.15325506,2.632428966,1.535624235,Chew,1P
-1.088977277,-0.333269152,-9.445758591,-1.683932904,2.158755834,2.253631005,Chew,1P
-0.613790216,-0.455947903,-9.243865455,-2.919870204,0.245880745,2.243503009,Chew,1P
